Country,observedPropertyDeterminandLabel,phenomenonTimeReferenceYear,resultMeanValue
Belgium,Nitrate,2007,0.79
Belgium,Dissolved oxygen,2005,5.52
Finland,Nitrite,2010,0.0016
Bulgaria,Nitrite,2005,0.034
Finland,Nitrate,2003,0.25
Bulgaria,Nitrate,2005,37.7
Bulgaria,Ammonium,2000,0.165
Bulgaria,Ammonium,2002,0.01
Bulgaria,Ammonium,2004,0.036
Bulgaria,Dissolved oxygen,2003,5.25
Bulgaria,Nitrite,2001,0.59
Belgium,Dissolved oxygen,2006,1.93
Belgium,Dissolved oxygen,2008,1.26
Belgium,Nitrite,2012,0.07
Finland,Ammonium,2002,0.0118
Belgium,Ammonium,2009,10.876
Belgium,Ammonium,2011,11.22
Bulgaria,Nitrite,2003,0.029
Bulgaria,Dissolved oxygen,2005,3.5
Belgium,Nitrite,2008,0.053
Belgium,Ammonium,2010,15.0031
Belgium,Dissolved oxygen,2003,3.43
Belgium,Dissolved oxygen,2005,1.43
Belgium,Nitrite,2005,0.068
Finland,Ammonium,2007,0.0367
Belgium,Nitrate,2005,80.01
Finland,Nitrate,2008,0.03
Belgium,Nitrate,2008,64.15
Bulgaria,Nitrate,2000,6.375
Bulgaria,Nitrite,2000,0.015
Bulgaria,Nitrite,2001,0.005
Bulgaria,Nitrite,2001,0.008
Bulgaria,Dissolved oxygen,2003,7.815
Bulgaria,Nitrite,2000,0.004
Bulgaria,Nitrite,2000,0.023
Bulgaria,Nitrite,2000,0.045
Bulgaria,Nitrite,2002,0.006
Belgium,Dissolved oxygen,2011,2.65
Belgium,Nitrite,2007,0.028
Belgium,Nitrite,2008,0.124
Belgium,Dissolved oxygen,2005,1.34
Belgium,Dissolved oxygen,2009,5.97
Belgium,Dissolved oxygen,2010,6.2385
Bulgaria,Dissolved oxygen,2004,2.675
Belgium,Dissolved oxygen,2007,6.02
Belgium,Dissolved oxygen,2012,6.15
Bulgaria,Nitrite,2000,0.026
Belgium,Nitrite,2005,0.024
Belgium,Nitrite,2012,0.261
Belgium,Ammonium,2011,0.94
Belgium,Ammonium,2005,10.61
Belgium,Ammonium,2008,15.054
Finland,Nitrate,2003,0.026
Belgium,Nitrate,2008,1.84
Belgium,Nitrate,2010,4.1
Finland,Nitrate,2010,0.02
Belgium,Nitrate,2006,49.44
Belgium,Nitrate,2007,83.01
Bulgaria,Nitrate,2004,13.825
Bulgaria,Nitrate,2001,41.172
Belgium,Nitrate,2005,2.49
Belgium,Nitrate,2012,3.02
Belgium,Nitrate,2005,27.48
Belgium,Nitrate,2012,31.12
Belgium,Nitrate,2007,51.73
Belgium,Ammonium,2006,1.336
Bulgaria,Ammonium,2000,0.1
Bulgaria,Ammonium,2001,0.024
Belgium,Ammonium,2012,10.63
Belgium,Nitrate,2007,56.13
Belgium,Ammonium,2005,0.349
Belgium,Ammonium,2012,0.28
Finland,Nitrate,2006,0.04
Bulgaria,Nitrate,2005,35.75
Finland,Nitrate,2006,0.42
Belgium,Dissolved oxygen,2003,1.3675
Belgium,Dissolved oxygen,2005,1.39
Finland,Ammonium,2009,0.0251
Bulgaria,Ammonium,2001,0.009
Finland,Ammonium,2004,0.0522
Bulgaria,Dissolved oxygen,2004,7.29
Bulgaria,Nitrite,2003,0.007
Belgium,Nitrite,2010,0.051
Belgium,Dissolved oxygen,2007,1.15
Belgium,Nitrite,2009,0.143
Belgium,Nitrate,2009,3.4
Belgium,Nitrite,2011,0.069
Belgium,Dissolved oxygen,2004,1.8169
Bulgaria,Dissolved oxygen,2002,6.68
Finland,Ammonium,2001,0.0167
Finland,Ammonium,2003,0.0073
Bulgaria,Dissolved oxygen,2001,2.3
Belgium,Nitrite,2009,0.051
Belgium,Dissolved oxygen,2007,1.32
Belgium,Nitrite,2006,0.051
Bulgaria,Ammonium,2005,0.036
Belgium,Ammonium,2007,11.968
Belgium,Ammonium,2003,1.2835
Belgium,Ammonium,2010,0.3272
Finland,Ammonium,2000,0.0178
Bulgaria,Ammonium,2000,0.219
Bulgaria,Ammonium,2002,0.104
Belgium,Ammonium,2003,5.2981
Belgium,Ammonium,2012,0.3
Belgium,Nitrite,2004,0.0619
Belgium,Dissolved oxygen,2010,1.1025
Belgium,Dissolved oxygen,2012,1.2
Belgium,Nitrite,2008,0.031
Belgium,Nitrite,2010,0.037
Belgium,Dissolved oxygen,2005,3.01
Bulgaria,Nitrite,2004,0.004
Belgium,Dissolved oxygen,2004,6.0408
Belgium,Dissolved oxygen,2011,5.88
Finland,Nitrite,2009,0.0016
Bulgaria,Nitrite,2004,0.015
Belgium,Nitrite,2006,0.094
Belgium,Dissolved oxygen,2004,1.2
Belgium,Dissolved oxygen,2011,0.24
Belgium,Nitrite,2006,0.035
Belgium,Dissolved oxygen,2011,3.7
Finland,Nitrate,2010,10.18
Bulgaria,Nitrite,2004,0.012
Belgium,Nitrite,2010,0.037
Belgium,Dissolved oxygen,2008,2.44
Belgium,Nitrite,2008,0.051
Belgium,Nitrite,2011,0.212
Belgium,Dissolved oxygen,2009,1.76
Belgium,Ammonium,2010,0.1767
Finland,Ammonium,2012,0.0026
Bulgaria,Ammonium,2002,0.094
Belgium,Nitrite,2004,0.0486
Belgium,Dissolved oxygen,2006,5.6
Bulgaria,Dissolved oxygen,2005,6.585
Bulgaria,Nitrite,2002,0.01
Bulgaria,Dissolved oxygen,2004,7.558
Bulgaria,Nitrite,2002,0.001
Bulgaria,Nitrite,2004,0.027
Belgium,Nitrite,2004,0.05
Belgium,Dissolved oxygen,2007,1.72
Belgium,Dissolved oxygen,2009,2.31
Finland,Dissolved oxygen,2010,7.53
Belgium,Dissolved oxygen,2008,0.84
Finland,Nitrate,2012,0.68
Belgium,Nitrate,2009,56.85
Belgium,Nitrite,2008,0.063
Belgium,Dissolved oxygen,2005,4.3
Bulgaria,Dissolved oxygen,2002,7.695
Finland,Ammonium,2011,0.001
Belgium,Dissolved oxygen,2009,2.93
Finland,Nitrite,2011,0.002
Bulgaria,Dissolved oxygen,2001,3.227
Bulgaria,Nitrite,2001,0.005
Finland,Nitrite,2012,0.0016
Bulgaria,Dissolved oxygen,2001,5.155
Bulgaria,Nitrite,2005,0.026
Belgium,Dissolved oxygen,2009,3.03
Bulgaria,Dissolved oxygen,2001,7.19
Belgium,Dissolved oxygen,2007,3.09
Belgium,Dissolved oxygen,2011,4.18
Bulgaria,Dissolved oxygen,2005,7.453
Belgium,Dissolved oxygen,2012,1.67
Bulgaria,Ammonium,2001,0.12
Finland,Ammonium,2010,0.0013
Bulgaria,Ammonium,2004,0.163
Belgium,Ammonium,2004,0.0789
Belgium,Ammonium,2006,0.105
Bulgaria,Ammonium,2005,0.106
Bulgaria,Ammonium,2002,0.047
Belgium,Nitrate,2011,42.62
Belgium,Nitrate,2004,35.728
Bulgaria,Nitrate,2001,19.452
Bulgaria,Nitrate,2003,21.816
Finland,Nitrate,2002,0.272
Finland,Nitrate,2004,0.23
Finland,Nitrate,2010,1.86
Finland,Nitrate,2011,2.61
Bulgaria,Nitrate,2002,7.865
Bulgaria,Nitrate,2005,5.106
Finland,Nitrite,2000,0.003
Finland,Nitrite,2008,0.0016
Finland,Dissolved oxygen,2009,10.4
Finland,Nitrite,2001,0.003
Finland,Nitrite,2007,0.0016
Belgium,Dissolved oxygen,2010,5.1697
Finland,Dissolved oxygen,2006,10.85
Finland,Dissolved oxygen,2008,10.32
Finland,Nitrite,2009,0.0037
Belgium,Dissolved oxygen,2007,3.89
Finland,Dissolved oxygen,2004,10.2
Finland,Dissolved oxygen,2007,10.28
Bulgaria,Nitrate,2004,21.152
Finland,Nitrate,2012,2.5
Bulgaria,Dissolved oxygen,2003,6.107
Finland,Dissolved oxygen,2002,10.38
Finland,Dissolved oxygen,2010,10.62
Bulgaria,Dissolved oxygen,2003,3.905
Belgium,Nitrite,2006,0.066
Belgium,Dissolved oxygen,2003,44.4373
Belgium,Dissolved oxygen,2004,5.2732
Belgium,Nitrite,2003,0.1865
Belgium,Nitrite,2010,0.064
Belgium,Nitrite,2012,0.142
Finland,Dissolved oxygen,2000,10.37
Finland,Dissolved oxygen,2012,10.12
Bulgaria,Nitrite,2003,0.024
Finland,Nitrate,2003,0.15
Bulgaria,Nitrate,2001,29.236
Finland,Dissolved oxygen,2011,10.8
Bulgaria,Dissolved oxygen,2002,4.33
Finland,Nitrite,2002,0.003
Finland,Nitrite,2006,0.0016
Finland,Ammonium,2012,0.0064
Finland,Ammonium,2010,0.0142
Belgium,Ammonium,2007,0.133
Belgium,Ammonium,2009,0.559
Belgium,Ammonium,2011,0.22
Bulgaria,Ammonium,2000,0.006
Finland,Ammonium,2002,0.0052
Bulgaria,Nitrate,2005,19.533
Finland,Nitrate,2011,9.3
Belgium,Nitrate,2009,56.56
Belgium,Nitrate,2011,3.19
Finland,Ammonium,2012,0.019
Finland,Ammonium,2010,0.0013
Bulgaria,Nitrate,2004,38.275
Finland,Nitrate,2011,0.03
Finland,Nitrate,2012,0.01
Belgium,Dissolved oxygen,2006,3.93
Belgium,Dissolved oxygen,2008,4.86
Belgium,Nitrite,2007,0.065
Bulgaria,Nitrate,2003,5.778
Bulgaria,Nitrate,2004,9.067
Finland,Nitrate,2002,0.11
Finland,Nitrate,2010,0.1
Bulgaria,Nitrate,2003,25.3
Bulgaria,Nitrate,2000,29.95
Finland,Nitrate,2004,0.06
Bulgaria,Nitrate,2000,37.775
Bulgaria,Nitrate,2001,22.19
Bulgaria,Nitrate,2002,16.033
Bulgaria,Nitrate,2004,1.75
Belgium,Ammonium,2008,0.309
Finland,Ammonium,2011,0.001
Bulgaria,Ammonium,2001,0.058
Bulgaria,Ammonium,2003,0.086
Bulgaria,Ammonium,2004,0.101
Finland,Dissolved oxygen,2011,10.5
Belgium,Nitrite,2012,0.116
Finland,Dissolved oxygen,2006,10.8
Finland,Dissolved oxygen,2008,10.77
Bulgaria,Nitrate,2005,8.242
Bulgaria,Ammonium,2005,0.06
Bulgaria,Ammonium,2003,23.976
Finland,Ammonium,2004,0.0048
Finland,Ammonium,2010,0.0077
Finland,Ammonium,2011,0.004
Finland,Nitrate,2006,0.1
Finland,Nitrate,2008,0.1
Bulgaria,Nitrite,2005,0.018
Bulgaria,Nitrite,2004,0.036
Bulgaria,Dissolved oxygen,2004,4.881
Bulgaria,Nitrate,2002,98.1
Finland,Dissolved oxygen,2010,11.3
Finland,Dissolved oxygen,2012,11.25
Bulgaria,Dissolved oxygen,2001,4.679
Bulgaria,Nitrite,2005,0.031
Bulgaria,Nitrate,2001,123.748
Bulgaria,Nitrite,2005,0.008
Bulgaria,Dissolved oxygen,2003,5.53
Finland,Nitrate,2007,0.11
Bulgaria,Nitrite,2003,0.05
Finland,Dissolved oxygen,2009,10.4
Bulgaria,Dissolved oxygen,2004,5.102
Bulgaria,Nitrate,2000,198.058
Bulgaria,Nitrate,2003,29.332
Finland,Ammonium,2010,0.0032
Belgium,Ammonium,2006,0.346
Bulgaria,Dissolved oxygen,2004,6.802
Finland,Dissolved oxygen,2012,8.55
Belgium,Ammonium,2007,0.32
Bulgaria,Dissolved oxygen,2002,4.608
Belgium,Nitrite,2009,0.045
Belgium,Nitrite,2010,0.037
Belgium,Nitrite,2012,0.146
Belgium,Nitrite,2003,0.0998
Bulgaria,Dissolved oxygen,2002,5.23
Finland,Dissolved oxygen,2010,10.75
Finland,Dissolved oxygen,2011,10.6
Belgium,Nitrite,2005,0.046
Bulgaria,Dissolved oxygen,2005,2.275
Bulgaria,Nitrite,2002,0.019
Bulgaria,Nitrite,2003,0.013
Bulgaria,Nitrate,2001,22.33
Bulgaria,Nitrate,2005,1.817
Bulgaria,Nitrate,2000,3.884
Bulgaria,Dissolved oxygen,2002,5.665
Bulgaria,Nitrite,2000,1.662
Bulgaria,Dissolved oxygen,2004,6.228
Finland,Dissolved oxygen,2007,10.88
Belgium,Nitrate,2005,60.4
Belgium,Nitrate,2007,61.36
Belgium,Nitrate,2012,58.12
Bulgaria,Nitrate,2003,9.497
Finland,Nitrate,2009,0.1
Belgium,Nitrate,2009,1.28
Belgium,Nitrate,2007,6.4
Bulgaria,Ammonium,2005,0.452
Belgium,Ammonium,2009,0.505
Finland,Ammonium,2008,0.0023
Finland,Ammonium,2009,0.0026
Bulgaria,Dissolved oxygen,2004,7.72
Bulgaria,Nitrite,2002,0.006
Bulgaria,Dissolved oxygen,2001,5.2
Belgium,Dissolved oxygen,2012,2.97
Finland,Dissolved oxygen,2012,11.2
Bulgaria,Dissolved oxygen,2001,5.202
Bulgaria,Nitrite,2000,0.013
Belgium,Dissolved oxygen,2006,3.09
Bulgaria,Dissolved oxygen,2001,4.933
Bulgaria,Dissolved oxygen,2001,3.895
Bulgaria,Dissolved oxygen,2002,9.927
Bulgaria,Nitrite,2003,0.006
Bulgaria,Nitrate,2003,29.996
Bulgaria,Nitrate,2000,16.108
Belgium,Nitrite,2005,0.099
Belgium,Nitrite,2012,0.071
Finland,Dissolved oxygen,2003,10.5
Bulgaria,Dissolved oxygen,2001,10.725
Belgium,Nitrate,2006,63.19
Bulgaria,Nitrate,2005,15.843
Belgium,Nitrate,2006,80.46
Belgium,Nitrate,2008,82.0
Bulgaria,Nitrate,2005,14.222
Belgium,Nitrate,2008,61.15
Belgium,Nitrate,2011,51.44
Bulgaria,Nitrate,2004,34.363
Belgium,Nitrate,2003,3.4271
Bulgaria,Nitrate,2001,8.992
Bulgaria,Nitrate,2003,6.311
Finland,Nitrate,2007,0.02
Finland,Nitrate,2009,0.07
Bulgaria,Nitrate,2005,12.387
Bulgaria,Nitrate,2004,11.355
Belgium,Ammonium,2004,5.5056
Belgium,Ammonium,2006,12.144
Bulgaria,Ammonium,2000,0.014
Bulgaria,Ammonium,2003,0.035
Belgium,Dissolved oxygen,2003,2.1571
Belgium,Dissolved oxygen,2005,1.63
Bulgaria,Nitrite,2000,0.036
Bulgaria,Dissolved oxygen,2000,6.85
Bulgaria,Ammonium,2005,0.094
Belgium,Ammonium,2005,0.141
Bulgaria,Ammonium,2001,0.019
Finland,Ammonium,2001,0.0034
Bulgaria,Ammonium,2002,0.008
Bulgaria,Ammonium,2004,0.019
Bulgaria,Ammonium,2004,0.09
Bulgaria,Nitrite,2003,0.007
Bulgaria,Nitrite,2001,0.033
Bulgaria,Ammonium,2005,0.111
Bulgaria,Nitrate,2002,1.558
Bulgaria,Nitrate,2003,7.286
Belgium,Nitrate,2004,33.1971
Bulgaria,Nitrate,2004,11.518
Bulgaria,Nitrate,2001,14.625
Bulgaria,Dissolved oxygen,2003,6.679
Bulgaria,Dissolved oxygen,2005,5.828
Bulgaria,Dissolved oxygen,2001,6.048
Bulgaria,Dissolved oxygen,2003,11.265
Bulgaria,Ammonium,2003,0.066
Bulgaria,Ammonium,2000,10.129
Bulgaria,Ammonium,2000,0.005
Bulgaria,Nitrite,2004,0.05
Finland,Nitrite,2000,0.003
Bulgaria,Ammonium,2003,0.049
Bulgaria,Ammonium,2005,0.132
Finland,Ammonium,2007,0.0023
Finland,Nitrite,2010,0.0016
Bulgaria,Dissolved oxygen,2001,7.325
Bulgaria,Nitrite,2005,0.005
Belgium,Nitrite,2008,0.054
Belgium,Nitrite,2010,0.052
Bulgaria,Ammonium,2000,0.234
Bulgaria,Ammonium,2001,5.082
Finland,Nitrate,2001,0.59
Bulgaria,Nitrite,2005,0.001
Bulgaria,Dissolved oxygen,2000,5.158
Bulgaria,Dissolved oxygen,2003,7.658
Belgium,Dissolved oxygen,2008,2.92
Finland,Nitrate,2004,1.78
Belgium,Dissolved oxygen,2010,3.5235
Bulgaria,Dissolved oxygen,2003,4.32
Bulgaria,Dissolved oxygen,2005,4.913
Bulgaria,Nitrite,2001,0.008
Finland,Nitrate,2010,1.33
Finland,Nitrate,2012,2.26
Belgium,Nitrite,2003,0.0429
Bulgaria,Nitrite,2005,0.007
Finland,Nitrite,2012,0.0049
Bulgaria,Nitrate,2001,2.997
Bulgaria,Nitrate,2005,36.997
Finland,Nitrate,2006,2.61
Finland,Nitrate,2008,1.53
Belgium,Ammonium,2005,0.416
Bulgaria,Ammonium,2003,0.006
Bulgaria,Nitrate,2001,5.375
Bulgaria,Nitrate,2003,8.622
Belgium,Nitrate,2012,14.79
Belgium,Nitrate,2005,10.28
Belgium,Nitrate,2007,44.51
Bulgaria,Ammonium,2001,0.028
Finland,Ammonium,2010,0.0132
Finland,Nitrate,2002,0.89
Finland,Nitrate,2003,0.6
Bulgaria,Nitrate,2001,25.721
Finland,Nitrate,2012,0.43
Bulgaria,Dissolved oxygen,2001,7.521
Belgium,Nitrite,2005,0.043
Bulgaria,Nitrate,2000,43.547
Bulgaria,Nitrate,2000,5.375
Finland,Nitrate,2007,2.5
Finland,Nitrate,2009,0.8
Bulgaria,Nitrate,2000,15.5
Finland,Nitrate,2000,0.61
Finland,Ammonium,2012,0.012
Belgium,Ammonium,2010,1.284
Finland,Ammonium,2012,0.0026
Belgium,Nitrite,2004,0.0664
Belgium,Nitrite,2006,0.105
Belgium,Nitrate,2003,29.1467
Belgium,Nitrate,2004,26.9856
Belgium,Nitrate,2010,9.79
Bulgaria,Ammonium,2002,0.022
Belgium,Ammonium,2009,0.319
Bulgaria,Ammonium,2004,0.233
Belgium,Ammonium,2004,0.1253
Bulgaria,Nitrite,2000,0.026
Finland,Dissolved oxygen,2011,2.9
Finland,Nitrite,2010,0.0016
Belgium,Nitrate,2009,39.7
Finland,Nitrate,2011,1.02
Bulgaria,Nitrate,2000,10.535
Finland,Ammonium,2011,0.03
Bulgaria,Ammonium,2002,0.19
Belgium,Ammonium,2009,1.378
Belgium,Ammonium,2007,1.373
Finland,Nitrate,2007,0.47
Finland,Nitrate,2009,0.38
Bulgaria,Nitrite,2004,0.013
Belgium,Dissolved oxygen,2012,3.45
Belgium,Nitrite,2007,0.029
Belgium,Nitrite,2009,0.095
Bulgaria,Nitrite,2004,0.052
Bulgaria,Dissolved oxygen,2002,6.747
Belgium,Ammonium,2008,1.42
Finland,Ammonium,2011,0.001
Finland,Nitrate,2011,8.85
Finland,Nitrate,2010,1.33
Finland,Nitrate,2010,11.95
Belgium,Nitrate,2008,12.74
Bulgaria,Ammonium,2005,0.116
Finland,Ammonium,2011,0.005
Belgium,Ammonium,2012,1.17
Belgium,Ammonium,2004,0.3368
Belgium,Ammonium,2006,0.598
Bulgaria,Ammonium,2001,0.146
Belgium,Nitrate,2006,8.95
Belgium,Nitrate,2011,36.74
Finland,Nitrate,2008,0.66
Finland,Nitrate,2010,0.27
Belgium,Nitrite,2004,0.2064
Belgium,Dissolved oxygen,2008,0.79
Finland,Dissolved oxygen,2010,5.6
Finland,Nitrite,2011,0.005
Bulgaria,Dissolved oxygen,2004,3.547
Belgium,Nitrate,2005,50.05
Bulgaria,Nitrate,2003,10.825
Bulgaria,Nitrate,2001,11.973
Belgium,Dissolved oxygen,2010,1.23
Finland,Nitrite,2011,0.002
Belgium,Nitrite,2004,0.0851
Belgium,Nitrite,2005,0.104
Belgium,Nitrite,2007,0.08
Belgium,Nitrite,2012,0.092
Bulgaria,Dissolved oxygen,2000,7.125
Finland,Dissolved oxygen,2012,6.65
Bulgaria,Nitrite,2000,0.058
Finland,Nitrite,2011,0.005
Bulgaria,Dissolved oxygen,2002,5.599
Belgium,Nitrite,2008,0.076
Belgium,Nitrite,2011,0.069
Bulgaria,Dissolved oxygen,2002,6.575
Bulgaria,Dissolved oxygen,2002,5.935
Finland,Dissolved oxygen,2012,4.32
Finland,Dissolved oxygen,2010,1.68
Belgium,Ammonium,2007,0.54
Belgium,Ammonium,2009,0.524
Bulgaria,Ammonium,2001,0.001
Belgium,Ammonium,2011,1.42
Belgium,Nitrate,2009,55.4
Belgium,Nitrate,2010,52.21
Bulgaria,Nitrate,2002,8.411
Belgium,Nitrate,2010,39.65
Belgium,Nitrate,2012,36.48
Finland,Dissolved oxygen,2011,0.7
Belgium,Dissolved oxygen,2004,3.7076
Belgium,Dissolved oxygen,2006,2.01
Bulgaria,Nitrite,2000,0.006
Finland,Ammonium,2012,0.3863
Belgium,Ammonium,2003,0.3798
Belgium,Ammonium,2006,0.137
Bulgaria,Dissolved oxygen,2002,8.387
Bulgaria,Dissolved oxygen,2004,6.305
Belgium,Ammonium,2006,0.391
Finland,Ammonium,2001,0.018
Finland,Ammonium,2002,0.005
Belgium,Dissolved oxygen,2012,2.14
Belgium,Nitrite,2009,0.119
Belgium,Nitrite,2010,0.037
Bulgaria,Dissolved oxygen,2001,7.725
Bulgaria,Dissolved oxygen,2004,6.392
Bulgaria,Dissolved oxygen,2005,5.123
Bulgaria,Nitrite,2001,0.014
Belgium,Nitrite,2007,0.056
Belgium,Nitrite,2009,0.027
Belgium,Nitrite,2003,0.5093
Finland,Dissolved oxygen,2001,10.1
Finland,Dissolved oxygen,2003,10.6
Belgium,Ammonium,2008,0.547
Belgium,Ammonium,2010,0.4405
Belgium,Ammonium,2011,0.16
Bulgaria,Dissolved oxygen,2002,6.23
Belgium,Nitrite,2004,0.0799
Bulgaria,Nitrite,2000,0.001
Finland,Dissolved oxygen,2010,4.47
Finland,Dissolved oxygen,2012,3.6
Belgium,Nitrite,2003,0.0656
Finland,Ammonium,2006,0.0042
Finland,Ammonium,2008,0.0135
Finland,Ammonium,2010,0.0013
Belgium,Ammonium,2004,0.1388
Belgium,Ammonium,2005,0.151
Belgium,Ammonium,2007,0.225
Belgium,Ammonium,2008,0.159
Bulgaria,Nitrite,2002,0.017
Bulgaria,Nitrite,2004,0.014
Finland,Nitrite,2012,0.0016
Finland,Nitrite,2011,0.005
Bulgaria,Nitrite,2004,0.001
Bulgaria,Dissolved oxygen,2003,6.194
Bulgaria,Dissolved oxygen,2005,4.667
Finland,Dissolved oxygen,2011,11.1
Belgium,Nitrite,2005,0.064
Belgium,Dissolved oxygen,2004,4.1368
Bulgaria,Nitrite,2005,0.009
Bulgaria,Dissolved oxygen,2003,6.675
Finland,Dissolved oxygen,2010,5.5
Finland,Dissolved oxygen,2011,4.4
Finland,Nitrite,2010,0.0049
Belgium,Nitrite,2010,0.061
Bulgaria,Nitrite,2004,0.002
Finland,Dissolved oxygen,2012,8.07
Finland,Dissolved oxygen,2011,4.3
Finland,Dissolved oxygen,2004,5.95
Bulgaria,Nitrite,2002,0.007
Bulgaria,Dissolved oxygen,2005,9.28
Bulgaria,Dissolved oxygen,2003,7.491
Belgium,Nitrite,2003,0.209
Belgium,Nitrate,2011,67.09
Belgium,Nitrate,2008,20.17
Bulgaria,Nitrite,2000,0.006
Bulgaria,Nitrite,2002,0.02
Finland,Ammonium,2003,0.0068
Finland,Ammonium,2006,0.0042
Bulgaria,Ammonium,2002,0.748
Bulgaria,Nitrate,2002,18.8
Bulgaria,Nitrate,2004,25.925
Bulgaria,Nitrite,2001,0.002
Belgium,Nitrite,2011,0.077
Bulgaria,Dissolved oxygen,2003,3.356
Bulgaria,Dissolved oxygen,2005,4.487
Finland,Nitrite,2010,0.0049
Belgium,Ammonium,2005,0.541
Belgium,Ammonium,2012,0.41
Bulgaria,Ammonium,2005,0.001
Finland,Ammonium,2012,0.0013
Finland,Ammonium,2010,0.0129
Finland,Nitrite,2012,0.0049
Finland,Dissolved oxygen,2008,11.75
Belgium,Dissolved oxygen,2009,2.24
Belgium,Dissolved oxygen,2010,4.7332
Belgium,Nitrite,2007,0.093
Belgium,Nitrite,2008,0.122
Belgium,Nitrate,2011,14.83
Bulgaria,Nitrate,2002,21.66
Belgium,Dissolved oxygen,2007,1.52
Belgium,Dissolved oxygen,2009,1.0
Belgium,Dissolved oxygen,2011,1.51
Belgium,Dissolved oxygen,2003,2.0653
Finland,Ammonium,2000,0.0032
Finland,Ammonium,2010,0.3992
Belgium,Nitrate,2012,67.51
Belgium,Nitrate,2009,12.85
Belgium,Nitrate,2011,8.69
Bulgaria,Nitrate,2002,10.747
Finland,Nitrate,2012,13.94
Bulgaria,Nitrate,2004,30.825
Bulgaria,Ammonium,2004,5.601
Bulgaria,Ammonium,2001,0.097
Bulgaria,Ammonium,2003,0.546
Belgium,Ammonium,2003,0.0664
Bulgaria,Ammonium,2000,0.019
Bulgaria,Ammonium,2003,0.072
Bulgaria,Ammonium,2002,0.162
Bulgaria,Ammonium,2003,0.262
Finland,Ammonium,2006,0.0041
Bulgaria,Ammonium,2005,0.237
Bulgaria,Ammonium,2002,0.006
Bulgaria,Ammonium,2004,0.178
Bulgaria,Dissolved oxygen,2000,5.368
Bulgaria,Dissolved oxygen,2001,5.259
Bulgaria,Dissolved oxygen,2004,4.563
Bulgaria,Nitrite,2002,0.007
Belgium,Ammonium,2010,0.201
Bulgaria,Ammonium,2004,0.015
Belgium,Ammonium,2011,0.71
Belgium,Ammonium,2009,3.315
Bulgaria,Ammonium,2004,0.108
Finland,Ammonium,2010,0.0019
Finland,Ammonium,2012,0.0019
Bulgaria,Ammonium,2000,0.011
Bulgaria,Nitrite,2005,0.001
Bulgaria,Dissolved oxygen,2003,3.275
Finland,Dissolved oxygen,2009,11.85
Belgium,Ammonium,2003,0.851
Belgium,Ammonium,2010,3.4198
Bulgaria,Ammonium,2001,0.025
Belgium,Ammonium,2004,0.4295
Belgium,Nitrite,2006,0.101
Belgium,Nitrite,2008,0.039
Finland,Nitrite,2009,0.0016
Bulgaria,Nitrite,2000,0.017
Bulgaria,Dissolved oxygen,2001,7.19
Bulgaria,Dissolved oxygen,2001,7.281
Belgium,Ammonium,2005,1.404
Belgium,Ammonium,2006,1.356
Bulgaria,Ammonium,2002,0.175
Belgium,Ammonium,2007,0.137
Belgium,Ammonium,2009,0.145
Belgium,Ammonium,2004,0.9159
Albania,Nitrite,2004,0.025
Finland,Nitrate,2003,1.24
Finland,Nitrate,2010,0.58
Finland,Nitrate,2012,1.06
Finland,Nitrate,2001,0.98
Finland,Nitrate,2002,0.6
Finland,Nitrate,2004,0.55
Belgium,Nitrate,2006,45.91
Belgium,Nitrate,2008,42.47
Bulgaria,Nitrate,2001,13.748
Bulgaria,Dissolved oxygen,2004,3.688
Belgium,Nitrite,2005,0.092
Belgium,Nitrite,2010,0.071
Belgium,Nitrite,2012,0.109
Bulgaria,Nitrite,2001,0.019
Finland,Dissolved oxygen,2011,2.9
Bulgaria,Nitrite,2004,0.022
Belgium,Dissolved oxygen,2008,5.17
Belgium,Dissolved oxygen,2005,4.88
Belgium,Dissolved oxygen,2007,5.63
Finland,Dissolved oxygen,2003,7.0
Finland,Dissolved oxygen,2006,11.55
Finland,Dissolved oxygen,2011,11.8
Finland,Nitrite,2012,0.0164
Finland,Dissolved oxygen,2007,11.42
Belgium,Nitrite,2011,0.08
Belgium,Nitrite,2012,0.055
Belgium,Dissolved oxygen,2011,3.91
Belgium,Dissolved oxygen,2012,3.22
Belgium,Nitrite,2006,0.102
Belgium,Nitrite,2006,0.059
Bulgaria,Nitrite,2005,0.003
Bulgaria,Ammonium,2000,1.123
Belgium,Nitrate,2003,12.3223
Bulgaria,Nitrate,2005,4.862
Belgium,Nitrite,2009,0.167
Belgium,Nitrite,2010,0.046
Finland,Dissolved oxygen,2012,2.7
Finland,Dissolved oxygen,2010,5.4
Finland,Nitrite,2012,0.0016
Belgium,Ammonium,2008,0.13
Belgium,Ammonium,2012,1.83
Bulgaria,Ammonium,2005,0.01
Bulgaria,Nitrate,2005,27.847
Bulgaria,Dissolved oxygen,2002,8.2
Bulgaria,Dissolved oxygen,2002,1.95
Bulgaria,Ammonium,2005,0.138
Finland,Ammonium,2011,0.444
Bulgaria,Ammonium,2002,0.13
Bulgaria,Nitrite,2004,0.013
Belgium,Ammonium,2003,0.9269
Bulgaria,Ammonium,2004,0.016
Bulgaria,Ammonium,2003,0.006
Belgium,Ammonium,2006,0.05
Belgium,Ammonium,2006,3.647
Belgium,Ammonium,2008,3.357
Bulgaria,Ammonium,2002,0.013
