Country,observedPropertyDeterminandLabel,phenomenonTimeReferenceYear,resultMeanValue
Spain,Nitrite,2007,0.017
Spain,Nitrite,2005,0.154
Spain,Nitrate,2007,20.868
Belgium,Phosphate,2021,0.332
Belgium,Phosphate,2021,0.709
Belgium,Phosphate,2021,0.426
Spain,Nitrate,2008,9.1
Spain,Nitrate,2007,26.2
Spain,Nitrate,2008,58.4
Spain,Nitrate,2007,2.467
Spain,Nitrate,2009,2.5
Spain,Nitrate,2006,44.0
Spain,Nitrate,2007,47.0
Spain,Nitrate,2006,106.0
Spain,Nitrate,2007,151.0
Spain,Nitrate,2009,100.0
Romania,Nitrate,2016,30.107
Belgium,Nitrate,2012,38.59
Belgium,Nitrate,2000,33.816
Spain,Nitrate,2008,37.2
Spain,Nitrate,2008,29.0
Spain,Nitrate,2003,81.988
Spain,Nitrite,2006,0.08
Spain,Nitrite,2008,0.005
Spain,Dissolved oxygen,2006,7.2
Spain,Dissolved oxygen,2010,7.5
Spain,Nitrite,2006,0.005
Spain,Ammonium,2012,0.023
Spain,Ammonium,2009,0.01
Spain,Ammonium,2010,0.023
Spain,Ammonium,2008,0.29
Spain,Ammonium,2011,0.0084
Spain,Dissolved oxygen,2006,5.367
Spain,Nitrite,2006,0.005
Spain,Nitrite,2007,0.03
Spain,Nitrite,2007,0.055
Spain,Ammonium,2007,0.245
Belgium,Ammonium,2020,0.154
Belgium,Ammonium,2020,0.279
Belgium,Ammonium,2020,0.667
Belgium,Ammonium,2020,0.445
Spain,Ammonium,2003,0.038
Spain,Nitrate,2008,63.2
Spain,Nitrate,2009,37.0
Belgium,Phosphate,2021,0.211
Belgium,Phosphate,2021,0.41
Spain,Nitrate,2004,112.0
Belgium,Ammonium,2013,0.69
Belgium,Ammonium,2013,0.55
Spain,Ammonium,2012,0.025
Spain,Ammonium,2009,0.065
Spain,Ammonium,2005,0.023
Belgium,Ammonium,2013,0.13
Belgium,Ammonium,2013,0.17
Belgium,Ammonium,2013,0.16
Belgium,Ammonium,2020,2.3
Belgium,Ammonium,2020,11.861
Spain,Ammonium,2012,0.023
Spain,Ammonium,2009,0.077
Spain,Nitrite,2008,0.005
Spain,Dissolved oxygen,2005,8.4
Spain,Nitrite,2010,0.005
Spain,Nitrite,2012,0.11167
Spain,Nitrite,2007,0.026
Spain,Nitrate,2009,43.25
Spain,Nitrate,2012,230.65
Spain,Nitrate,2008,79.0
Spain,Nitrate,2009,78.0
Spain,Nitrate,2012,57.0
Spain,Ammonium,2012,1.295
Spain,Ammonium,2003,0.075
Spain,Ammonium,2006,0.04
Spain,Ammonium,2010,0.023
Spain,Ammonium,2008,2.68
Spain,Ammonium,2006,0.023
Belgium,Ammonium,2013,0.55
Spain,Ammonium,2010,0.023
Belgium,Ammonium,2013,11.42
Spain,Ammonium,2003,0.035
Spain,Nitrite,2006,0.005
Spain,Nitrite,2008,0.005
Spain,Nitrite,2007,0.015
Spain,Dissolved oxygen,2012,7.3
Spain,Nitrite,2008,0.014
Spain,Nitrite,2010,0.025
Spain,Dissolved oxygen,2007,7.7
Spain,Dissolved oxygen,2007,7.422
Spain,Nitrite,2008,0.005
Spain,Nitrate,2008,9.4
Spain,Nitrate,2010,7.34
Spain,Nitrate,2011,35.3333
Malta,Nitrate,2021,5.0
Malta,Nitrate,2021,26.0
Spain,Nitrate,2009,8.9
Belgium,Phosphate,2021,0.589
Belgium,Phosphate,2021,0.396
Spain,Nitrate,2007,27.45
Spain,Nitrate,2008,35.225
Spain,Ammonium,2006,0.161
Spain,Ammonium,2009,0.026
Spain,Ammonium,2010,0.4685
Spain,Ammonium,2006,0.042
Spain,Dissolved oxygen,2009,3.75
Spain,Dissolved oxygen,2011,8.9
Spain,Dissolved oxygen,2012,8.6
Spain,Nitrite,2010,0.005
Spain,Dissolved oxygen,2011,9.5
Spain,Nitrate,2009,30.917
Spain,Nitrate,2003,36.319
Belgium,Nitrate,2008,21.332
Spain,Nitrate,2012,25.0
Spain,Nitrate,2004,24.0
Spain,Nitrite,2007,0.06
Spain,Nitrite,2008,0.005
Spain,Nitrite,2005,0.032
Spain,Nitrite,2010,0.0071
Spain,Dissolved oxygen,2011,6.0
Spain,Dissolved oxygen,2008,7.8
Spain,Nitrite,2008,0.005
Spain,Nitrite,2006,0.055
Belgium,Dissolved oxygen,2013,2.14
Belgium,Dissolved oxygen,2013,2.75
Spain,Nitrate,2010,150.0
Spain,Nitrate,2012,263.0
Spain,Nitrate,2008,4.356
Spain,Nitrate,2006,49.9
Spain,Nitrate,2006,7.875
Spain,Nitrite,2003,0.02
Spain,Dissolved oxygen,2009,8.33
Spain,Nitrite,2008,0.005
Spain,Nitrite,2007,0.005
Belgium,Nitrate,2009,40.3501
Spain,Nitrate,2010,44.9
Spain,Nitrate,2008,116.0
Spain,Nitrate,2010,92.175
Spain,Nitrite,2006,0.005
Spain,Dissolved oxygen,2010,8.1
Belgium,Nitrite,2019,0.091
Spain,Dissolved oxygen,2010,7.3
Belgium,Nitrite,2019,0.093
Spain,Nitrite,2012,0.02
Spain,Dissolved oxygen,2012,12.8
Spain,Dissolved oxygen,2009,9.3
Spain,Dissolved oxygen,2011,7.9
Spain,Dissolved oxygen,2003,7.75
Spain,Nitrate,2010,43.25
Spain,Nitrate,2007,0.25
Spain,Nitrate,2010,12.0
Spain,Nitrate,2011,41.0
Spain,Nitrate,2011,218.0667
Belgium,Ammonium,2018,1.216
Spain,Ammonium,2003,0.029
Spain,Ammonium,2012,0.06
Spain,Ammonium,2012,0.023
Belgium,Ammonium,2018,0.181
Spain,Ammonium,2004,0.017
Spain,Nitrate,2005,8.467
Spain,Nitrate,2006,10.0
Spain,Nitrate,2011,28.5
Spain,Nitrate,2011,35.606
Spain,Nitrate,2007,0.85
Spain,Dissolved oxygen,2004,7.5
Spain,Nitrite,2007,0.008
Spain,Nitrite,2008,0.01
Spain,Dissolved oxygen,2008,1.9
Spain,Nitrate,2003,57.15
Spain,Nitrate,2005,37.0
Spain,Nitrate,2011,186.0
Spain,Nitrate,2004,45.65
Spain,Nitrate,2003,28.217
Spain,Nitrite,2010,0.06
Spain,Nitrite,2008,0.13
Spain,Nitrite,2012,0.255
Belgium,Nitrite,2009,0.0154
Belgium,Nitrite,2009,0.0067
Spain,Nitrate,2007,146.0
Spain,Nitrate,2009,35.8
Spain,Nitrate,2003,10.825
Spain,Nitrate,2008,74.1
Spain,Nitrate,2006,2.2
Spain,Ammonium,2010,0.0388
Spain,Ammonium,2009,0.084
Spain,Ammonium,2012,0.1
Spain,Ammonium,2011,0.01
Spain,Nitrite,2005,0.01
Spain,Dissolved oxygen,2010,3.6
Spain,Dissolved oxygen,2010,6.0667
Spain,Nitrite,2011,1.05
Spain,Nitrite,2006,0.03
Spain,Nitrate,2012,5.855
Spain,Nitrate,2008,10.75
Spain,Nitrate,2008,0.8
Spain,Nitrate,2006,11.0
Spain,Nitrate,2011,12.0
Spain,Ammonium,2010,6.5667
Spain,Ammonium,2009,0.026
Spain,Ammonium,2010,0.0056
Spain,Ammonium,2010,0.0075
Spain,Ammonium,2007,0.038
Spain,Dissolved oxygen,2007,7.887
Spain,Nitrite,2010,0.0268
Spain,Dissolved oxygen,2010,6.8
Spain,Nitrite,2003,0.02
Spain,Ammonium,2006,0.019
Spain,Ammonium,2009,0.02
Spain,Ammonium,2009,0.195
Spain,Ammonium,2008,0.077
Spain,Nitrate,2012,8.15
Spain,Nitrate,2006,107.0
Spain,Nitrate,2009,3.6
Spain,Nitrate,2012,52.19231
Spain,Nitrate,2011,0.25
Spain,Nitrite,2006,0.025
Spain,Dissolved oxygen,2010,7.0
Spain,Nitrite,2010,0.005
Spain,Nitrite,2007,0.005
Spain,Nitrite,2009,0.01
Spain,Ammonium,2006,0.064
Spain,Ammonium,2010,0.065
Spain,Ammonium,2012,25.0
Belgium,Ammonium,2020,0.216
Belgium,Ammonium,2020,0.693
Belgium,Ammonium,2020,1.213
Romania,Nitrate,2006,44.988
Romania,Nitrate,2008,38.634
Romania,Nitrate,2010,39.058
Spain,Nitrate,2010,26.0
Spain,Nitrate,2006,9.9
Spain,Nitrite,2009,0.005
Spain,Nitrite,2006,0.005
Spain,Nitrite,2007,0.02
Spain,Nitrite,2006,0.005
Belgium,Ammonium,2020,0.914
Spain,Ammonium,2009,0.023
Spain,Ammonium,2011,0.5025
Belgium,Ammonium,2013,0.64
Belgium,Ammonium,2013,0.58
Spain,Ammonium,2012,25.0
Spain,Nitrate,2007,56.8
Spain,Nitrate,2007,10.9
Spain,Nitrate,2006,9.5
Spain,Nitrate,2003,12.15
Spain,Nitrate,2009,1.4
Spain,Nitrite,2011,0.023
Spain,Dissolved oxygen,2009,7.223
Spain,Nitrite,2007,0.01
Spain,Nitrite,2003,0.01
Spain,Nitrate,2006,14.525
Spain,Nitrate,2006,42.1
Spain,Nitrate,2006,10.0
Spain,Nitrate,2008,11.0
Spain,Dissolved oxygen,2012,7.48846
Spain,Nitrite,2009,0.018
Spain,Nitrite,2006,0.005
Spain,Dissolved oxygen,2012,3.4
Spain,Nitrite,2010,0.005
Spain,Nitrate,2012,1.9
Spain,Nitrate,2004,36.925
Spain,Nitrate,2009,15.1
Spain,Nitrate,2003,55.05
Spain,Nitrate,2005,17.0
Spain,Dissolved oxygen,2012,8.1
Spain,Nitrite,2009,0.022
Spain,Nitrite,2009,0.025
Spain,Nitrite,2009,0.027
Spain,Nitrite,2010,0.01
Spain,Nitrate,2010,10.2256
Belgium,Nitrate,2010,43.36
Belgium,Nitrate,2001,19.479
Spain,Nitrate,2007,33.0
Spain,Nitrate,2010,22.6
Spain,Nitrite,2007,0.005
Spain,Nitrite,2010,0.0841
Spain,Dissolved oxygen,2006,5.9
Spain,Dissolved oxygen,2004,7.4
Spain,Nitrite,2008,0.005
Spain,Nitrite,2007,0.005
Spain,Dissolved oxygen,2009,7.5
Spain,Dissolved oxygen,2012,9.9
Spain,Dissolved oxygen,2011,7.3
Belgium,Nitrite,2008,0.005
Spain,Ammonium,2006,0.296
Spain,Ammonium,2008,0.222
Spain,Ammonium,2010,0.05
Spain,Ammonium,2006,0.023
Spain,Nitrate,2008,11.05
Spain,Nitrate,2007,117.0
Spain,Nitrate,2009,37.775
Spain,Nitrate,2010,59.1739
Spain,Nitrate,2008,45.891
Spain,Nitrate,2007,68.7
Spain,Nitrate,2007,4.215
Spain,Nitrate,2007,85.8
Spain,Nitrate,2007,3.2
Spain,Nitrate,2006,20.0
Spain,Nitrite,2010,0.0201
Spain,Nitrite,2010,0.01
Spain,Nitrite,2011,0.025
Spain,Nitrite,2006,0.025
Spain,Dissolved oxygen,2009,8.49
Spain,Dissolved oxygen,2010,7.4667
Belgium,Dissolved oxygen,2013,4.07
Belgium,Dissolved oxygen,2013,1.27
Spain,Dissolved oxygen,2007,7.75
Spain,Dissolved oxygen,2008,8.733
Spain,Nitrate,2008,3.25
Spain,Nitrate,2007,3.5
Spain,Nitrate,2006,3.0
Spain,Nitrate,2009,47.04
Spain,Nitrate,2012,5.586
Spain,Nitrate,2012,0.5
Spain,Nitrate,2011,4.9333
Spain,Nitrate,2011,111.5
Spain,Nitrate,2008,12.9
Spain,Ammonium,2010,0.1831
Spain,Ammonium,2006,0.103
Spain,Ammonium,2007,0.212
Spain,Ammonium,2009,0.055
Spain,Ammonium,2006,0.023
Spain,Ammonium,2008,0.023
Spain,Ammonium,2008,0.023
Belgium,Ammonium,2020,0.229
Belgium,Ammonium,2020,0.234
Spain,Ammonium,2003,0.082
Spain,Ammonium,2004,0.1
Spain,Ammonium,2007,0.032
Spain,Ammonium,2004,0.065
Spain,Ammonium,2003,0.032
Spain,Ammonium,2010,0.023
Spain,Ammonium,2006,0.023
Belgium,Ammonium,2020,1.745
Belgium,Ammonium,2020,0.547
Spain,Ammonium,2004,0.08
Spain,Ammonium,2006,0.14
Spain,Nitrate,2009,8.425
Spain,Nitrate,2011,8.826
Spain,Nitrate,2007,2.25
Spain,Nitrate,2005,29.3
Spain,Nitrate,2012,15.3
Spain,Nitrite,2009,0.005
Spain,Nitrite,2011,0.08
Spain,Nitrite,2009,0.04
Spain,Dissolved oxygen,2010,5.1
Spain,Nitrate,2004,1.0
Spain,Nitrate,2009,78.4
Spain,Nitrate,2006,20.7
Spain,Nitrate,2008,27.2
Spain,Nitrate,2012,56.0
Spain,Nitrite,2007,0.04
Spain,Nitrite,2008,0.035
Spain,Nitrite,2011,0.023
Spain,Nitrite,2010,0.02
Spain,Nitrate,2003,63.9
Spain,Nitrate,2011,9.0
Belgium,Phosphate,2021,0.253
Belgium,Phosphate,2021,0.553
Spain,Nitrate,2009,10.2
Belgium,Nitrate,2012,17.69
Spain,Nitrate,2010,5.0
Spain,Nitrate,2009,1.3
Spain,Nitrate,2011,0.5
Spain,Nitrate,2010,4.9333
Spain,Nitrite,2003,0.02
Spain,Nitrite,2009,0.005
Spain,Dissolved oxygen,2008,6.867
Spain,Dissolved oxygen,2009,7.477
Spain,Dissolved oxygen,2009,4.67
Spain,Dissolved oxygen,2011,4.8
Spain,Dissolved oxygen,2010,7.1625
Spain,Dissolved oxygen,2010,5.35
Spain,Nitrite,2008,0.031
Spain,Dissolved oxygen,2010,8.175
Spain,Nitrite,2011,0.0387
Spain,Dissolved oxygen,2011,5.1
Spain,Dissolved oxygen,2009,8.225
Romania,Dissolved oxygen,2017,6.57506944444444
Spain,Dissolved oxygen,2012,7.1
Spain,Dissolved oxygen,2006,7.1
Spain,Nitrite,2006,0.05
Spain,Nitrite,2007,0.005
Spain,Nitrite,2010,0.005
Spain,Dissolved oxygen,2010,4.95
Spain,Dissolved oxygen,2011,5.3
Spain,Nitrate,2010,41.3
Spain,Nitrate,2007,65.333
Spain,Nitrate,2008,41.067
Spain,Nitrate,2003,54.75
Spain,Nitrate,2004,62.2
Spain,Nitrate,2008,20.4
Belgium,Nitrate,2009,44.4802
Spain,Nitrate,2007,2.1
Spain,Nitrate,2009,10.2
Spain,Nitrate,2011,2.5
Belgium,Ammonium,2013,1.0
Belgium,Ammonium,2013,0.12
Belgium,Ammonium,2013,1.38
Spain,Ammonium,2009,0.05
Spain,Ammonium,2003,0.126
Spain,Ammonium,2008,0.04
Belgium,Ammonium,2020,0.065
Belgium,Ammonium,2020,0.855
Belgium,Ammonium,2020,15.037
Romania,Ammonium,2008,0.008
Bulgaria,Ammonium,2004,0.049
Spain,Ammonium,2008,0.161
Spain,Ammonium,2007,0.071
Spain,Ammonium,2009,0.048
Belgium,Ammonium,2018,0.292
Belgium,Ammonium,2018,0.376
Spain,Ammonium,2007,0.074
Spain,Ammonium,2010,0.023
Spain,Ammonium,2007,0.023
Belgium,Ammonium,2013,0.54
Belgium,Ammonium,2013,0.17
Spain,Nitrate,2004,7.9
Spain,Nitrate,2009,9.4
Spain,Nitrate,2012,5.0
Spain,Nitrate,2007,23.0
Bulgaria,Nitrate,2005,5.935
Spain,Nitrate,2005,59.0
Spain,Nitrate,2003,31.35
Spain,Nitrate,2006,59.075
Spain,Nitrate,2008,58.75
Spain,Nitrate,2011,8.0
Belgium,Nitrite,2019,0.042
Belgium,Nitrite,2019,0.047
Spain,Nitrite,2009,0.023
Spain,Dissolved oxygen,2005,7.7
Spain,Dissolved oxygen,2006,8.3
Spain,Ammonium,2006,0.023
Spain,Ammonium,2006,0.026
Belgium,Ammonium,2020,14.697
Spain,Ammonium,2006,0.023
Spain,Ammonium,2009,0.023
Spain,Nitrate,2008,1.875
Spain,Nitrate,2010,9.4
Spain,Nitrate,2012,2.25
Spain,Nitrate,2007,9.0
Spain,Nitrate,2008,7.75
Spain,Ammonium,2008,0.052
Spain,Ammonium,2007,0.025
Spain,Ammonium,2008,0.025
Spain,Ammonium,2007,0.116
Spain,Nitrate,2004,41.8
Spain,Nitrate,2006,36.0
Spain,Nitrate,2007,3.4
Spain,Nitrate,2012,3.0
Spain,Nitrate,2003,0.814
Spain,Nitrate,2011,2.5
Spain,Nitrate,2012,11.06684
Spain,Nitrate,2007,38.675
Spain,Nitrate,2006,35.0
Spain,Nitrate,2006,56.0
Belgium,Phosphate,2021,0.898
Spain,Nitrate,2011,8.0
Belgium,Nitrate,2009,48.6667
Spain,Nitrate,2007,10.8
Spain,Nitrate,2008,2.231
Spain,Ammonium,2010,0.025
Spain,Ammonium,2006,0.05
Spain,Ammonium,2006,0.023
Spain,Ammonium,2004,0.018
Spain,Ammonium,2010,0.023
Spain,Dissolved oxygen,2008,7.033
Spain,Nitrite,2011,0.1
Bulgaria,Nitrite,2001,0.001
Spain,Nitrite,2011,0.023
Romania,Nitrate,2019,4.897
Spain,Nitrate,2010,22.2333
Spain,Nitrate,2006,12.1
Spain,Nitrate,2006,59.1
Spain,Nitrate,2008,132.05
Spain,Ammonium,2008,0.071
Spain,Ammonium,2010,0.023
Spain,Ammonium,2003,0.032
Spain,Ammonium,2009,0.023
Spain,Ammonium,2006,0.311
Belgium,Ammonium,2018,0.226
Spain,Ammonium,2006,0.09
Spain,Ammonium,2008,0.013
Spain,Ammonium,2012,0.023
Spain,Nitrite,2009,0.005
Spain,Nitrite,2012,0.03
Spain,Nitrite,2004,0.23
Spain,Nitrite,2011,0.025
Spain,Nitrite,2006,0.005
Romania,Nitrate,2019,5.369
Romania,Nitrate,2017,22.2421319444444
Spain,Nitrate,2006,14.0
Spain,Nitrate,2007,11.8
Spain,Nitrate,2012,1.63375
Spain,Nitrate,2008,24.78
Spain,Dissolved oxygen,2011,6.4
Spain,Nitrite,2012,5.0
Spain,Nitrite,2009,0.01
Spain,Nitrite,2010,0.005
Spain,Nitrite,2011,0.023
Spain,Nitrate,2009,166.9
Spain,Nitrate,2009,61.0
Spain,Nitrate,2007,1.0
Romania,Nitrate,2018,18.535
Spain,Nitrate,2011,120.0
Spain,Dissolved oxygen,2011,2.9
Spain,Dissolved oxygen,2010,4.7
Romania,Dissolved oxygen,2019,5.23
Romania,Nitrite,2019,0.205
Romania,Nitrite,2017,0.016
Spain,Nitrite,2007,0.02
Spain,Dissolved oxygen,2008,6.517
Romania,Dissolved oxygen,2019,2.857
Romania,Nitrite,2019,0.041
Romania,Nitrite,2019,0.018
Spain,Nitrite,2006,0.005
Spain,Dissolved oxygen,2012,7.7375
Romania,Nitrite,2019,0.033
Spain,Dissolved oxygen,2005,3.1
Spain,Dissolved oxygen,2007,7.5
Spain,Dissolved oxygen,2010,5.8
Romania,Nitrite,2019,0.026
Spain,Ammonium,2007,0.116
Spain,Ammonium,2012,0.025
Spain,Ammonium,2010,0.025
Spain,Ammonium,2005,0.053
Spain,Ammonium,2009,0.023
Romania,Nitrite,2019,0.107
Spain,Dissolved oxygen,2006,51.6
Spain,Nitrite,2007,0.016
Spain,Dissolved oxygen,2009,2.167
Belgium,Nitrite,2019,0.03
Belgium,Nitrite,2019,0.033
Spain,Nitrite,2008,0.029
Spain,Dissolved oxygen,2007,6.8
Spain,Dissolved oxygen,2009,7.46
Spain,Dissolved oxygen,2011,8.45
Romania,Dissolved oxygen,2017,3.75032258064516
Spain,Nitrite,2007,0.03
Romania,Nitrite,2019,0.021
Spain,Nitrite,2011,0.025
Spain,Nitrite,2003,0.008
Spain,Nitrite,2009,0.008
Spain,Nitrite,2009,0.005
Spain,Dissolved oxygen,2008,8.2
Spain,Dissolved oxygen,2010,7.6
Spain,Dissolved oxygen,2012,3.7
Romania,Nitrite,2017,0.0675
Romania,Dissolved oxygen,2017,6.87444444444445
Spain,Nitrite,2010,0.0224
Spain,Nitrite,2009,0.138
Spain,Nitrite,2012,5.0
Spain,Nitrite,2009,0.011
Spain,Nitrite,2007,0.22
Romania,Nitrite,2019,0.04
Romania,Nitrite,2019,0.013
Spain,Dissolved oxygen,2009,9.3
Spain,Nitrite,2009,0.017
Spain,Dissolved oxygen,2004,9.35
Spain,Dissolved oxygen,2005,22.8
Spain,Dissolved oxygen,2008,1.4
Spain,Nitrate,2008,6.25
Spain,Nitrate,2011,150.5
Romania,Nitrate,2017,13.91071875
Spain,Nitrate,2011,240.5
Spain,Nitrate,2006,87.0
Spain,Dissolved oxygen,2008,3.167
Spain,Nitrite,2010,0.59
Spain,Dissolved oxygen,2010,6.7
Spain,Dissolved oxygen,2008,2.0
Malta,Nitrate,2018,63.45
Spain,Nitrate,2009,21.482
Spain,Nitrate,2009,2.5
Spain,Nitrate,2009,122.333
Spain,Nitrate,2011,31.6667
Spain,Nitrite,2012,0.5
Spain,Dissolved oxygen,2008,9.1
Spain,Nitrite,2006,0.01
Spain,Nitrite,2003,0.008
Spain,Nitrite,2007,0.02
Romania,Nitrate,2019,2.549
Spain,Nitrate,2011,15.5333
Romania,Nitrate,2019,23.539
Spain,Nitrate,2012,5.925
Spain,Nitrate,2008,299.25
Spain,Nitrate,2006,119.0
Spain,Nitrate,2003,29.1
Spain,Nitrate,2007,8.8
Spain,Nitrate,2006,10.0
Spain,Nitrate,2008,28.95
Belgium,Dissolved oxygen,2013,2.4
Romania,Nitrite,2019,0.031
Spain,Dissolved oxygen,2009,9.1
Spain,Nitrite,2004,0.113
Spain,Nitrite,2009,0.007
Spain,Nitrate,2005,48.0
Spain,Nitrate,2007,135.1
Spain,Nitrate,2012,155.0
Romania,Nitrate,2019,2.822
Romania,Nitrate,2019,5.407
Romania,Nitrate,2017,27.7417407407407
Malta,Nitrate,2018,43.31
Spain,Nitrate,2010,28.1
Romania,Nitrate,2019,26.527
Spain,Nitrate,2005,7.0
Spain,Nitrate,2008,4.417
Spain,Nitrate,2007,14.05
Spain,Nitrate,2004,0.464
Spain,Nitrate,2005,56.0
Spain,Nitrate,2008,8.15
Spain,Nitrate,2006,6.0
Spain,Nitrate,2012,20.4
Estonia,Nitrate,2014,0.4
Spain,Nitrate,2006,36.0
Spain,Nitrate,2011,4.0
Spain,Nitrate,2011,3.5
Spain,Nitrate,2007,13.095
Romania,Nitrate,2019,1.479
Spain,Nitrate,2010,0.1389
Spain,Nitrate,2006,22.2
Spain,Nitrate,2008,28.067
Spain,Nitrite,2009,0.01
Spain,Dissolved oxygen,2012,7.34211
Spain,Nitrite,2010,0.0165
Romania,Nitrite,2017,0.0427916666666666
Spain,Dissolved oxygen,2011,6.2
Spain,Nitrate,2010,67.2308
Spain,Nitrate,2012,269.80965
Spain,Nitrate,2008,2.5
Spain,Nitrate,2004,17.183
Spain,Nitrate,2006,44.5
Spain,Nitrite,2007,0.11
Spain,Nitrite,2008,0.028
Spain,Dissolved oxygen,2006,11.3
Spain,Nitrite,2009,0.005
Spain,Nitrite,2008,0.038
Spain,Dissolved oxygen,2010,4.2
Spain,Dissolved oxygen,2007,5.8
Romania,Nitrite,2019,0.067
Romania,Nitrite,2019,0.048
Spain,Dissolved oxygen,2008,8.15
Spain,Nitrite,2009,0.017
Spain,Nitrite,2011,0.049
Spain,Dissolved oxygen,2012,8.5
Belgium,Nitrite,2019,0.03
Spain,Nitrite,2011,0.0408
Spain,Nitrite,2008,0.005
Romania,Nitrite,2019,0.0467
Romania,Dissolved oxygen,2019,3.898
Spain,Nitrite,2007,0.01
Spain,Nitrite,2011,0.023
Spain,Nitrite,2011,0.023
Spain,Nitrite,2003,0.005
Spain,Dissolved oxygen,2009,9.6
Belgium,Dissolved oxygen,2020,8.645
Spain,Nitrite,2010,0.0242
Spain,Ammonium,2006,0.245
Spain,Ammonium,2004,0.032
Spain,Ammonium,2010,0.036
Spain,Ammonium,2008,0.047
Spain,Dissolved oxygen,2008,2.03
Estonia,Nitrite,2013,0.004
Spain,Dissolved oxygen,2012,8.9
Spain,Dissolved oxygen,2006,8.1
Spain,Dissolved oxygen,2003,8.95
Estonia,Nitrite,2014,0.004
Estonia,Nitrite,2013,0.02525
Belgium,Dissolved oxygen,2020,0.753
Spain,Dissolved oxygen,2003,2.9
Spain,Nitrite,2007,0.05
Spain,Nitrite,2009,0.025
Spain,Dissolved oxygen,2003,7.95
Spain,Nitrite,2011,2.8
Spain,Nitrite,2011,0.1
Estonia,Nitrite,2013,0.004
Estonia,Nitrite,2014,0.004
Spain,Ammonium,2012,0.023
Spain,Ammonium,2006,0.076
Romania,Ammonium,2019,0.155
Spain,Ammonium,2009,0.023
Spain,Ammonium,2007,0.023
Spain,Nitrate,2010,28.7154
Spain,Nitrate,2006,75.7
Spain,Nitrate,2010,0.5
Spain,Nitrate,2009,4.35
Spain,Nitrate,2009,10.67
Spain,Nitrate,2003,25.175
Spain,Nitrate,2008,40.75
Spain,Nitrate,2006,8.7
Spain,Nitrate,2009,50.5
Spain,Dissolved oxygen,2009,12.4
Spain,Nitrite,2008,0.005
Spain,Dissolved oxygen,2006,8.6
Spain,Nitrite,2010,0.0011
Belgium,Dissolved oxygen,2020,0.32
Spain,Ammonium,2006,0.028
Spain,Ammonium,2010,0.3558
Spain,Ammonium,2011,0.005
Romania,Ammonium,2019,0.238
Spain,Ammonium,2011,0.005
Belgium,Dissolved oxygen,2020,0.454
Belgium,Dissolved oxygen,2020,5.823
Belgium,Dissolved oxygen,2020,0.288
Spain,Nitrite,2011,0.023
Spain,Nitrite,2011,0.01
Spain,Nitrite,2006,0.005
Spain,Nitrite,2003,0.025
Spain,Dissolved oxygen,2004,7.35
Spain,Nitrite,2010,0.029
Spain,Dissolved oxygen,2007,7.5
Spain,Dissolved oxygen,2010,11.7
Spain,Ammonium,2011,0.02
Spain,Ammonium,2011,0.005
Spain,Ammonium,2007,0.18
Spain,Ammonium,2003,0.047
Spain,Nitrate,2009,10.0
Spain,Nitrate,2007,10.0
Spain,Nitrate,2011,51.3462
Spain,Nitrate,2006,65.5
Spain,Nitrate,2004,7.812
Spain,Nitrate,2012,65.25
Spain,Nitrate,2010,1.0
Romania,Nitrate,2019,8.124
Romania,Nitrate,2019,2.718
Romania,Nitrate,2017,2.804578125
Spain,Nitrate,2011,93.0
Spain,Nitrite,2012,0.005
Spain,Dissolved oxygen,2011,5.6
Spain,Nitrite,2012,0.03
Spain,Dissolved oxygen,2010,6.35
Romania,Dissolved oxygen,2019,3.903
Spain,Ammonium,2007,0.064
Spain,Ammonium,2010,0.023
Spain,Ammonium,2010,0.023
Romania,Ammonium,2019,0.155
Romania,Ammonium,2019,1.504
Spain,Nitrate,2007,152.0
Spain,Nitrate,2007,6.615
Estonia,Nitrate,2014,1.52
Spain,Nitrate,2010,4.4
Spain,Nitrate,2009,120.0
Romania,Ammonium,2017,0.389527777777777
Spain,Ammonium,2011,0.005
Spain,Ammonium,2008,0.04
Spain,Ammonium,2010,0.025
Spain,Ammonium,2009,0.045
Romania,Dissolved oxygen,2019,1.06
Spain,Dissolved oxygen,2008,2.3
Spain,Dissolved oxygen,2005,53.743
Spain,Nitrite,2012,0.005
Spain,Nitrite,2005,0.005
Romania,Ammonium,2019,0.0897
Romania,Ammonium,2019,0.21
Spain,Ammonium,2011,0.02
Spain,Ammonium,2007,0.019
Spain,Ammonium,2012,0.1
Romania,Ammonium,2019,0.14
Spain,Ammonium,2011,0.014
Spain,Ammonium,2007,0.023
Spain,Ammonium,2008,0.129
Spain,Ammonium,2009,0.065
Spain,Dissolved oxygen,2009,9.8
Belgium,Dissolved oxygen,2020,2.435
Belgium,Dissolved oxygen,2020,0.84
Romania,Dissolved oxygen,2022,2.834
Spain,Nitrite,2011,0.025
Spain,Dissolved oxygen,2009,7.9
Spain,Dissolved oxygen,2009,8.87
Romania,Nitrite,2022,0.013
Spain,Dissolved oxygen,2003,4.175
Spain,Dissolved oxygen,2009,7.5
Belgium,Dissolved oxygen,2020,0.387
Spain,Ammonium,2008,0.013
Spain,Ammonium,2011,0.1175
Belgium,Ammonium,2020,0.709
Belgium,Ammonium,2020,1.013
Romania,Ammonium,2019,3.828
Romania,Ammonium,2019,0.464
Belgium,Dissolved oxygen,2020,0.705
Belgium,Dissolved oxygen,2020,1.312
Spain,Nitrite,2010,0.01
